Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,ObjectYear
90.16.1a,False,False,True,187250,,European Sculpture and Decorative Arts,1890.0,Medallion,"The Relief of Vienna, September 12, 1683",Austrian,nan,,,,3306,Artist, ,Johan Ignaz Bendl,late 17th century–died ca. 1730, ,Bendl Johan Ignaz, ,1630      ,1730      ,,,,1683,1683,1683,Ivory,Diameter: 3 5/16 in. (8.4 cm),"Gift of the Misses Josephine and Sarah Lazarus, 1890",,nan,,,nan,nan,,,,,,Sculpture-Miniature,,http://www.metmuseum.org/art/collection/search/187250,,,"Metropolitan Museum of Art, New York, NY",Men|Profiles,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010,1683.0
91.7,False,False,True,187395,,European Sculpture and Decorative Arts,1891.0,Bust,George A. Lucas,French,nan,,,,3322518075,Artist|Founder, |Cast by,Augustin Jean Moreau-Vauthier|P. Bingen,1831–1893| , | ,"MOREAU-VAUTHIER AUGUSTIN JEAN|Bingen, P.", | ,1831      |          ,1893      |          ,|,http://vocab.getty.edu/page/ulan/500043494|,https://www.wikidata.org/wiki/Q2871514|,1890,1890,1890,"Bronze, red marble base",Overall: 19 13/16 × 16 3/8 × 11 9/16 in. (50.3 × 41.6 × 29.4 cm); Height (socle): 5 5/8 in. (14.3 cm),"Gift of a friend, 1891",,nan,,,nan,nan,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/187395,,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,1890.0
91.9,False,False,True,187396,,European Sculpture and Decorative Arts,1891.0,Bust,The Vestal,Italian,nan,,,,16174,Artist,Workshop of,Antonio Canova,"Italian, Possagno 1757–1822 Venice", ,"Canova, Antonio",Italian,1757      ,1822      ,,http://vocab.getty.edu/page/ulan/500115339,https://www.wikidata.org/wiki/Q5547,probably ca. 1819–23,1814,1828,Marble,Height: 19 3/4 in. (50.2 cm),"Gift of a number of friends through Miss Sarah Lazarus, 1891",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/187396,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,1819.0
92.4,False,False,True,187477,,European Sculpture and Decorative Arts,1892.0,Bust,Pierre Jean de Béranger (1780–1857),French,nan,,,,16387,Artist, ,Pierre Jean David d'Angers,"French, Angers 1788–1856 Paris", ,"David d'Angers, Pierre Jean",French,1788      ,1856      ,,http://vocab.getty.edu/page/ulan/500115506,https://www.wikidata.org/wiki/Q364498,"modeled 1828, cast 1834",1828,1834,Bronze,Height: 32 in. (81.3 cm),"Gift of George A. Lucas, 1892",,nan,,,nan,nan,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/187477,,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,1828.0
93.11,False,False,True,187569,800,European Sculpture and Decorative Arts,1893.0,Bust,St. John the Baptist,French,nan,,,,16232,Artist, ,Auguste Rodin,"French, Paris 1840–1917 Meudon", ,"Rodin, Auguste",French,1840      ,1917      ,,http://vocab.getty.edu/page/ulan/500016619,https://www.wikidata.org/wiki/Q30755,"original model 1880, cast 1883",1880,1880,Bronze,"Overall (wt. confirmed): 21 3/8 × 15 3/4 × 11 in., 42.5 lb. (54.3 × 40 × 27.9 cm, 19.3 kg)","Gift of Samuel P. Avery, 1893",,nan,,,nan,nan,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/187569,https://www.wikidata.org/wiki/Q97418883,,"Metropolitan Museum of Art, New York, NY",Saint John the Baptist|Men,http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q8441,1880.0
94.10.2a–c,False,False,True,187967,,European Sculpture and Decorative Arts,1894.0,Statue,Susanna,Italian,nan,,,,16409,Artist, ,Giovanni Battista Lombardi,"Italian, 1823–1880", ,"Lombardi, Giovanni Battista",Italian,1823      ,1880      ,,http://vocab.getty.edu/page/ulan/500524365,https://www.wikidata.org/wiki/Q76880275,1869,1869,1869,Marble,"rough, on-site dimensions: 50 × 24 × 21 in. (127 × 61 × 53.3 cm)
Pedestal: 28 1/2 × 23 1/2 in. (72.4 × 59.7 cm)","Gift of Mrs. Caroline Whitney Baldwin, 1894",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/187967,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,1869.0
95.10.2,False,False,True,187995,,European Sculpture and Decorative Arts,1895.0,Statuette,Crocodile Devouring Antelope,French,nan,,,,16165,Artist, ,Antoine-Louis Barye,"French, Paris 1795–1875 Paris", ,"Barye, Antoine-Louis",French,1795      ,1875      ,,http://vocab.getty.edu/page/ulan/500007044,https://www.wikidata.org/wiki/Q451489,19th century,1800,1899,Bronze,Overall: 6 3/8 × 16 1/2 × 9 in. (16.2 × 41.9 × 22.9 cm),"Bequest of Miss May Maghee, 1895",,nan,,,nan,nan,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/187995,,,"Metropolitan Museum of Art, New York, NY",Crocodiles,http://vocab.getty.edu/page/aat/300250293,https://www.wikidata.org/wiki/Q2535664,
95.14.18,False,False,True,188005,,European Sculpture and Decorative Arts,1895.0,"Box, painting",Box,"Austrian, Vienna",nan,,,,12668,Artist,Miniature by unknown,British Painter, ,", last quarter 18th century",British Painter,British,          ,          ,,,,1832,1832,1832,"Gold, rhinestones, enamel","Box: 1 in. × 3 1/2 in. × 2 5/8 in. (2.5 × 8.9 × 6.7 cm);
Miniature (sight): 2 1/16 × 1 7/16 in. (5.2 × 3.7 cm)","The Moses Lazarus Collection, Gift of Josephine and Sarah Lazarus, in memory of their father, 1888-95",,nan,,,nan,nan,,,,,,Metalwork-Gold and Platinum|Paintings,,http://www.metmuseum.org/art/collection/search/188005,,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,1832.0
95.14.77,False,False,True,188017,,European Sculpture and Decorative Arts,1895.0,Relief,"Marie-Joseph Paul Yves Roch Gilbert du Motier, Marquis de Lafayette (1757–1834)",French,nan,,,,,,,nan,,,,nan,,,,,,18th century,1700,1799,Bust: ivory; background: white moiré silk; frame: silver with 90 brilliants,Overall: 1 7/8 × 1 1/8 in. (4.8 × 2.9 cm),"The Moses Lazarus Collection, Gift of Josephine and Sarah Lazarus, in memory of their father, 1888-95",,nan,,,nan,nan,,,,,,Sculpture-Miniature,,http://www.metmuseum.org/art/collection/search/188017,,,"Metropolitan Museum of Art, New York, NY",Marquis de Lafayette|Men|Profiles,http://vocab.getty.edu/page/ulan/500354248|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q186652|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010,
95.14.115,False,False,True,188019,,European Sculpture and Decorative Arts,1895.0,Relief bust,A man,French,nan,,,,3436,Artist, ,Marie Honoré Renaud,"French, 1797–1856", ,"Renaud, Marie Honoré",French,1797      ,1856      ,,(not assigned),https://www.wikidata.org/wiki/Q21287390,1800–1850,1800,1850,Wax,Diameter (framed): 2 15/16 in. (7.5 cm),"The Moses Lazarus Collection, Gift of Josephine and Sarah Lazarus, in memory of their father, 1888-95",,nan,,,nan,nan,,,,,,Sculpture-Miniature,,http://www.metmuseum.org/art/collection/search/188019,,,"Metropolitan Museum of Art, New York, NY",Men|Profiles,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010,1800.0
97.2.132,False,False,True,188166,,European Sculpture and Decorative Arts,1897.0,Spoon,Folding spoon,Southern German,nan,,,,,,,nan,,,,nan,,,,,,first half 18th century,1700,1750,Wood,Length: 7 3/4 in. (19.7 cm),"Gift of Mrs. Samuel P. Avery, 1897",,nan,,,nan,nan,,,,,,Sculpture-Miniature,,http://www.metmuseum.org/art/collection/search/188166,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
"99.9a, b",False,False,True,188474,,European Sculpture and Decorative Arts,1899.0,Group,Hector and Andromache,"Italian, Rome",nan,,,,3385,Artist, ,Giovanni Maria Benzoni,"Italian, Songavazzo, near Clusone (Lombardy) 1809–1873 Rome", ,"Benzoni, Giovanni Maria",Italian,1809      ,1873      ,,http://vocab.getty.edu/page/ulan/500335516,https://www.wikidata.org/wiki/Q434452,1871,1871,1871,Marble,"Overall (rough, on-site dimensions): 78 × 41 × 26 in. (198.1 × 104.1 × 66 cm)","Gift of Mrs. Lawrence Kip, 1899",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/188474,,,"Metropolitan Museum of Art, New York, NY",Spears|Princes|Infants|Male Nudes|Women,http://vocab.getty.edu/page/aat/300037038|http://vocab.getty.edu/page/aat/300025482|http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q44475|https://www.wikidata.org/wiki/Q2747456|https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467,1871.0
00.8,False,False,True,188488,,European Sculpture and Decorative Arts,1900.0,Bust,Alexander the Great,Polish,nan,,,,3468,Artist, ,Viktor Brodzki,"Polish, Podolia 1825–1904 Rome", ,"Brodzki, Viktor",Polish,1825      ,1904      ,,http://vocab.getty.edu/page/ulan/500120482,https://www.wikidata.org/wiki/Q5587099,19th century,1800,1899,Head and base: white marble; cuirass and drapery: red Siena marble,"Overall (rough, on-site dimensions): 26 3/4 × 20 × 10 1/2 in. (67.9 × 50.8 × 26.7 cm)","Bequest of Philip Bissinger, 1900",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/188488,,,"Metropolitan Museum of Art, New York, NY",Men|Alexander The Great|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ulan/500280655|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q8409|https://www.wikidata.org/wiki/Q134307,
02.13,False,False,True,188779,556,European Sculpture and Decorative Arts,1902.0,Statuette,Louis-Oscar Roty,"French, Paris",nan,,,,3465,Artist, ,Théodore Rivière,"French, 1857–1912", ,"Rivière, Théodore",French,1857      ,1912      ,,http://vocab.getty.edu/page/ulan/500085849,https://www.wikidata.org/wiki/Q3526488,late 19th century,1885,1899,Bronze,Height: 13 1/2 in. (34.3 cm),"Gift of Dr. Angelo Mariani, 1902",,nan,,,nan,nan,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/188779,https://www.wikidata.org/wiki/Q116311602,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
03.11a–d,False,True,True,188827,555,European Sculpture and Decorative Arts,1903.0,Group,The Demidoff Table,"Italian, Florence",nan,,,,343023715,Artist|Patron, |Commissioned by,Lorenzo Bartolini|Prince Anatole Demidov,"Italian, 1777–1850|1845–1870", | ,"Bartolini, Lorenzo|Demidov, Anatole Prince",Italian| ,1777      |1845      ,1850      |1870      ,|,http://vocab.getty.edu/page/ulan/500002243|,https://www.wikidata.org/wiki/Q693288|,1845,1845,1845,Marble,Overall (confirmed): H. 64 3/8 x W. 51 1/4 x Diam. 49 3/4 x in. (163.5 x 130.2 x 126.4 cm),"Gift of le Duc de Loubat, 1903",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/188827,https://www.wikidata.org/wiki/Q116374165,,"Metropolitan Museum of Art, New York, NY",Boys|Sleeping|Zodiac,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300375130|http://vocab.getty.edu/page/aat/300009937,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q35831|https://www.wikidata.org/wiki/Q40540,1845.0
03.13,False,False,True,188829,,European Sculpture and Decorative Arts,1903.0,Death mask,Death mask of Napoleon I,Italian,nan,,,,3371,Artist, ,Francesco Antommarchi,1780–1838, ,Antommarchi Francesco, ,1780      ,1838      ,,http://vocab.getty.edu/page/ulan/500332761,https://www.wikidata.org/wiki/Q714001,"cast in plaster 1821, executed in bronze ca. 1833",1821,1838,Bronze,Overall: 7 1/8 × 6 1/2 × 13 3/4 in. (18.1 × 16.5 × 34.9 cm),"Gift of Mrs. Robert W. de Forest, 1903",,nan,,,nan,nan,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/188829,,,"Metropolitan Museum of Art, New York, NY",Masks|Napoleon I,http://vocab.getty.edu/page/aat/300262834|http://vocab.getty.edu/page/ulan/500122388,https://www.wikidata.org/wiki/Q161524|https://www.wikidata.org/wiki/Q517,1821.0
03.22,False,False,True,188868,,European Sculpture and Decorative Arts,1903.0,Medallion,Head of a youth,"Italian, Florence",nan,,,,3341,Artist,Style of,Andrea della Robbia,"Italian, 1435–1525", ,"Robbia, Andrea della",Italian,1435      ,1525      ,,http://vocab.getty.edu/page/ulan/500030958,https://www.wikidata.org/wiki/Q195655,second half 15th century,1450,1499,Glazed terracotta,Diameter: 21 1/2 in. (54.6 cm),"Rogers Fund, 1903",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/188868,,,"Metropolitan Museum of Art, New York, NY",Fruit|Heads,http://vocab.getty.edu/page/aat/300011868|http://vocab.getty.edu/page/aat/300375054,https://www.wikidata.org/wiki/Q1364|https://www.wikidata.org/wiki/Q3409626,
03.38.2,False,False,True,188873,,European Sculpture and Decorative Arts,1903.0,Statuette,Saint Sebastian,Italian,nan,,,,,,,nan,,,,nan,,,,,,17th century,1600,1699,"Silver, partly gilt",Height (with base): 11 3/8 in. (28.9 cm),"Gift of Mrs. Leon y Escosura, 1903",,nan,,,nan,nan,,,,,,Sculpture-Miniature,,http://www.metmuseum.org/art/collection/search/188873,,,"Metropolitan Museum of Art, New York, NY",Saints,http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q43115,
04.8.1,False,False,True,188884,,European Sculpture and Decorative Arts,1904.0,Statuette group,Angels mourning over Christ after the flagellation,Portuguese,nan,,,,3637,Artist,Probably by,"Luisa Roldán, called La Roldana","Spanish, Seville 1652–1706 Madrid", ,"Roldán, Luisa",Spanish,1652      ,1706      ,Female,http://vocab.getty.edu/page/ulan/500035072,https://www.wikidata.org/wiki/Q6701326,early 18th century,1700,1715,"Terracotta, polychromed and gilt",10 1/2 × 9 1/2 in. (26.7 × 24.1 cm),"Rogers Fund, 1904",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/188884,https://www.wikidata.org/wiki/Q96181437,,"Metropolitan Museum of Art, New York, NY",Sadness|Angels|Christ,http://vocab.getty.edu/page/aat/300055166|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q169251|https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q642420,
05.8,False,False,True,188925,,European Sculpture and Decorative Arts,1905.0,Statuette,The Captured Turk,"Italian, Florence",nan,,,,16536,Artist, ,Pietro Tacca,"Italian, Carrara 1577–1640 Florence", ,"Tacca, Pietro",Italian,1577      ,1640      ,,http://vocab.getty.edu/page/ulan/500007371,https://www.wikidata.org/wiki/Q1350673,17th century,1600,1699,Pearwood,Height: 9 3/4 in. (24.8 cm),"Rogers Fund, 1905",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/188925,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
05.46,False,True,True,188954,,European Sculpture and Decorative Arts,1905.0,Model,Cupid and Psyche,"Italian, Rome",nan,,,,16174,Artist, ,Antonio Canova,"Italian, Possagno 1757–1822 Venice", ,"Canova, Antonio",Italian,1757      ,1822      ,,http://vocab.getty.edu/page/ulan/500115339,https://www.wikidata.org/wiki/Q5547,1794,1794,1794,Plaster,Overall: 53 × 59 1/2 × 32 in. (134.6 × 151.1 × 81.3 cm),"Gift of Isidor Straus, 1905",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/188954,https://www.wikidata.org/wiki/Q116374163,,"Metropolitan Museum of Art, New York, NY",Cupid|Male Nudes|Psyche,http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/ia/901002042,https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q843382,1794.0
06.1,False,False,True,188955,,European Sculpture and Decorative Arts,1906.0,Statuette,The Telegraph,Italian,nan,,,,3345,Artist, ,Antonio Rosetti,born 1819, ,Rosetti Antonio, ,1819      ,1919      ,,,,19th century,1800,1899,Bronze,Height: 24 1/4 in. (61.6 cm),"Gift of the Society of Duchess County, 1906",,nan,,,nan,nan,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/188955,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
06.153,False,False,True,188962,,European Sculpture and Decorative Arts,1906.0,Bust,Julius Caesar,Northern European,nan,,,,,,,nan,,,,nan,,,,,,16th–17th century,1500,1699,Walnut,Height (with base): 25 1/2 in. (64.8 cm),"Rogers Fund, 1906",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/188962,,,"Metropolitan Museum of Art, New York, NY",Julius Caesar|Faces|Portraits,http://vocab.getty.edu/page/ulan/500077373|http://vocab.getty.edu/page/aat/300251798|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q1048|https://www.wikidata.org/wiki/Q37017|https://www.wikidata.org/wiki/Q134307,
06.159,False,False,True,188963,,European Sculpture and Decorative Arts,1906.0,Statue,A Bearer at the Sepulchre (Joseph of Arimathea or Nicodemus),"Spanish, Palencia",nan,,,,3633,Maker,Style of,Juan de Valmaseda,1488/93–after 1548, ,Valmaseda Juan de, ,1488      ,1588      ,,http://vocab.getty.edu/page/ulan/500120305,https://www.wikidata.org/wiki/Q5953027,first half 16th century,1500,1550,"Walnut, polychromed and gilded",Height: 41 1/2 in. (105.4 cm),"Rogers Fund, 1906",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/188963,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
06.164,False,False,True,188964,,European Sculpture and Decorative Arts,1906.0,Statue,Saint James the Great,French,nan,,,,,,,nan,,,,nan,,,,,,mid-16th century,1530,1565,Walnut,"With base, 48-7/8 in. (124.1 cm)","Rogers Fund, 1906",,nan,,,nan,nan,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/188964,,,"Metropolitan Museum of Art, New York, NY",Men|Saints,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115,
06.936,False,False,True,189147,,European Sculpture and Decorative Arts,1906.0,Statue,The Sluggard,"British, London",nan,,,,10791018011,Artist|Founder, | ,"Frederic, Lord Leighton|J. W. Singer & Sons Ltd.","British, Scarborough 1830–1896 London|British", | ,"Leighton, Frederic, Lord|J. W. Singer & Sons Ltd.",British|British,1830      |          ,1896      |          ,|,http://vocab.getty.edu/page/ulan/500030022|,https://www.wikidata.org/wiki/Q160252|,"modeled 1886, cast possibly before 1896",1886,1901,"Bronze, dark olive brown patina",Overall: 20 1/2 × 9 1/8 × 6 1/2 in. (52.1 × 23.2 × 16.5 cm); footprint of base: 5 3/4 × 6 1/2 in. (14.6 × 16.5 cm),"Rogers Fund, 1906",,nan,,,nan,nan,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/189147,,,"Metropolitan Museum of Art, New York, NY",Male Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,1886.0
06.940,False,False,False,189149,,European Sculpture and Decorative Arts,1906.0,Statuette,Comedy and Tragedy,"British, London",nan,,,,3472918011,Artist|Founder, |Cast by,Sir Alfred Gilbert|J. W. Singer & Sons Ltd.,"British, London 1854–1934 London|British", | ,"Gilbert, Alfred|J. W. Singer & Sons Ltd.",British|British,1854      |          ,1934      |          ,|,http://vocab.getty.edu/page/ulan/500002382|,https://www.wikidata.org/wiki/Q2835166|,"modeled 1891–92, cast ca. 1902–5",1891,1907,"Bronze, dark green patina",Height (without base): 13 1/2 in. (34.3 cm),"Rogers Fund, 1906",,nan,,,nan,nan,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/189149,,,"Metropolitan Museum of Art, New York, NY",Male Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,1891.0
