Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,ObjectYear
74.51.2502,False,False,True,242053,171,Greek and Roman Art,1874.0,"Statue of a votary, female",Limestone statuette of a female votary (worshipper) playing a tambourine,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,2nd–3rd quarter of the 6th century BCE,-575,-525,Limestone,"WebPub GR 2012 Cesnola: 17 3/4 × 4 3/4 × 2 3/4 in., 4 lb. (45.1 × 12.1 × 7 cm, 1.8 kg)","The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242053,https://www.wikidata.org/wiki/Q116297700,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Women,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q467,
74.51.2503,False,False,True,242054,,Greek and Roman Art,1874.0,Statuette of a votary,Limestone statuette of a male votary with a long garment and a plain headdress,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,middle of the 6th century BCE,-560,-540,Limestone,Overall: 11 3/4 × 4 1/8 × 2 1/2 in. (29.8 × 10.5 × 6.4 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242054,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
"74.51.2504a, b",False,False,True,242055,,Greek and Roman Art,1874.0,"Statue of a votary, female",Limestone group of a male banqueter and a woman,Cypriot,Cypro-Archaic II,,,,,,,nan,,,,nan,,,,,,6th century BCE,-599,-500,Limestone,Overall: 7 1/16 × 9 7/16 in. (18 × 24 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242055,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,
74.51.2505,False,False,True,242056,,Greek and Roman Art,1874.0,Statuette of a figure holding a mask,Limestone figure holding a mask,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,probably late 6th century BCE,-550,-500,Limestone,H. 9 3/8 in. (23.8 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242056,https://www.wikidata.org/wiki/Q116297699,,"Metropolitan Museum of Art, New York, NY",Masks|Men,http://vocab.getty.edu/page/aat/300262834|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q161524|https://www.wikidata.org/wiki/Q8441,
74.51.2506,False,False,True,242057,,Greek and Roman Art,1874.0,Statue of a votary,Limestone male banqueter,Cypriot,Late Archaic–Early Classical,,,,,,,nan,,,,nan,,,,,,late 6th or early 5th century BCE,-520,-480,Limestone,Overall:H.: 4 1/4 x W.: 5 3/8 x D.:1 5/8 in. (10.8 x 13.7 x 4.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242057,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2508,False,False,True,242059,,Greek and Roman Art,1874.0,Statuette of a flute-player,Limestone flute-player,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,1st half of the 6th century BCE,-600,-550,Limestone,H. 10 1/2 in. (26.7 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242059,https://www.wikidata.org/wiki/Q116297696,,"Metropolitan Museum of Art, New York, NY",Men|Flutes|Musicians,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300042513|http://vocab.getty.edu/page/aat/300025666,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q11405|https://www.wikidata.org/wiki/Q639669,
74.51.2509,False,False,True,242060,171,Greek and Roman Art,1874.0,Statue of a lyre-player,Limestone bust of a lyre-player,Cypriot,Cypro-Archaic II,,,,,,,nan,,,,nan,,,,,,ca. 575–550 BCE,-575,-550,Limestone,"WebPub GR 2012 Cesnola: 18 × 9 × 11 3/4 in., 37 lb. (45.7 × 22.9 × 29.8 cm)","The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242060,https://www.wikidata.org/wiki/Q116297692,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Men|Portraits|Griffins,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300379594,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q130223,
74.51.2510,False,False,True,242061,,Greek and Roman Art,1874.0,Statuette of a woman nursing,Seated limestone kourotrophos,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,late 6th or early 5th century BCE,-580,-480,Limestone,Overall: H.:6 1/8 x W.:4 x D.:2 in. (15.6 x 10.2 x 5.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242061,,,"Metropolitan Museum of Art, New York, NY",Infants|Women,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467,
74.51.2511,False,False,True,242062,,Greek and Roman Art,1874.0,"Statue of a votary, male",Limestone statuette of a beardless male votary in Greek dress,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,middle or 3rd quarter of the 6th century BCE,-560,-525,Limestone,Overall: 15 3/4 x 4 3/8 x 2 1/4 in. (40 x 11.1 x 5.7 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242062,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2512,False,False,True,242063,,Greek and Roman Art,1874.0,Statuette of a woman nursing,Seated limestone kourotrophos,Cypriot,Classical,,,,,,,nan,,,,nan,,,,,,2nd half of the 5th century BCE,-450,-401,Limestone,Overall:H.: 5 x W.:4 1/8 x D.:3 in. (12.7 x 10.5 x 7.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242063,,,"Metropolitan Museum of Art, New York, NY",Infants|Women,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467,
74.51.2513,False,False,True,242064,,Greek and Roman Art,1874.0,"Statue of a votary, male",Limestone statuette of a beardless male votary in Greek dress,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,mid 6th century BCE,-570,-530,Limestone,Overall: 20 x 5 5/8 x 3 1/4 in. (50.8 x 14.3 x 8.3 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242064,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2514,False,False,True,242065,,Greek and Roman Art,1874.0,"Statue of a female votary or deity, seated",Limestone statuette of a seated female votary,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,late 6th century BCE,-520,-501,Limestone,Overall: H.:10 x W.:5 3/4 x D.:3 3/4 in. (25.4 x 14.6 x 9.5 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242065,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,
74.51.2515,False,False,True,242066,,Greek and Roman Art,1874.0,Statuette of a priest (?) wearing bull mask,Limestone figure wearing a mask,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,2nd quarter of the 6th century BCE,-575,-550,Limestone,H. 8 7/16 in. (21.4 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242066,https://www.wikidata.org/wiki/Q116297691,,"Metropolitan Museum of Art, New York, NY",Masks|Bulls|Human Figures,http://vocab.getty.edu/page/aat/300262834|http://vocab.getty.edu/page/aat/300250117|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q161524|https://www.wikidata.org/wiki/Q693690|https://www.wikidata.org/wiki/Q5937779,
74.51.2516,False,False,True,242067,,Greek and Roman Art,1874.0,Statue of a male figure with a falcon's head,Limestone statuette of a male figure with Egyptianizing features,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,mid-6th century BCE,-575,-525,Limestone,Overall: 15 3/4 x 7 1/2 x 4 1/2 in. (40 x 19.1 x 11.4 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242067,https://www.wikidata.org/wiki/Q116297689,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2517,False,False,True,242068,171,Greek and Roman Art,1874.0,Statue of a flute-player,Limestone bust of a flute-player,Cypriot,Cypro-Archaic II,,,,,,,nan,,,,nan,,,,,,ca. 575–550 BCE,-575,-550,Limestone,"WebPub GR 2012 Cesnola: 15 3/4 × 13 3/4 × 8 3/4 in., 32 lb. (40 × 34.9 × 22.2 cm)","The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242068,https://www.wikidata.org/wiki/Q116297686,,"Metropolitan Museum of Art, New York, NY",Flutes|Musicians|Human Figures,http://vocab.getty.edu/page/aat/300042513|http://vocab.getty.edu/page/aat/300025666|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q11405|https://www.wikidata.org/wiki/Q639669|https://www.wikidata.org/wiki/Q5937779,
74.51.2518,False,False,True,242069,171,Greek and Roman Art,1874.0,Head of a man,Limestone head of a beardless man,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,ca. 530–520 BCE,-530,-520,Limestone,H.: 6 x 3 3/4 x 5 3/4 in. (15.2 x 9.5 x 14.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242069,https://www.wikidata.org/wiki/Q116297690,,"Metropolitan Museum of Art, New York, NY",Heads|Men,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q8441,
74.51.2519,False,False,True,242070,,Greek and Roman Art,1874.0,Statue of a flute-player,Limestone statuette of a male aulos player,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,1st half of the 6th century BCE,-600,-550,Limestone,Overall:H.: 6 1/2 xW.: 3 1/2 x D.:2 13/16 in. (16.5 x 8.9 x 7.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242070,,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Men,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q8441,
74.51.2520,False,False,True,242071,,Greek and Roman Art,1874.0,Statuette of a woman nursing,Seated limestone kourotrophos,Cypriot,Classical,,,,,,,nan,,,,nan,,,,,,2nd half of the 5th century BCE,-450,-401,Limestone,Overall:H.: 9 x W.:5 1/4 x D.:1 5/8 in. (22.9 x 13.3 x 4.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242071,,,"Metropolitan Museum of Art, New York, NY",Infants|Women,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467,
74.51.2521,False,False,True,242072,,Greek and Roman Art,1874.0,"Statue of a votary, female, holding a flower",Limestone statuette of a female votary,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,2nd half of the 6th century BCE,-550,-501,Limestone,Overall: 15 3/4 x 4 3/8 x 2 1/4 in. (40 x 11.1 x 5.7 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242072,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,
74.51.2522,False,False,True,242073,,Greek and Roman Art,1874.0,Statuette of a woman nursing,Seated limestone kourotrophos,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,late 6th century BCE,-550,-500,Limestone,H.:7 1/4 x W.:3 1/4 xD.: 2 1/2 in.  (18.4 x 8.3 x 6.3 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242073,,,"Metropolitan Museum of Art, New York, NY",Infants|Women,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467,
74.51.2523,False,False,True,242074,,Greek and Roman Art,1874.0,Statue of a youth,Limestone youth,Cypriot,Cypro-Archaic,,,,,,,nan,,,,nan,,,,,,1st half of the 6th century BCE,-599,-550,Limestone,Overall: 17 1/4 x 5 x 3 1/2 in. (43.8 x 12.7 x 8.9 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242074,https://www.wikidata.org/wiki/Q116297685,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2524,False,False,True,242075,,Greek and Roman Art,1874.0,"Statuette of a votary, male",Limestone statuette of a male votary with Cypriot shorts and a diadem,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,early 6th century BCE,-599,-550,Limestone,Overall: 15 1/8 x 4 7/8 x 3 1/4 in. (38.4 x 12.4 x 8.3 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242075,,,"Metropolitan Museum of Art, New York, NY",Diadems|Men,http://vocab.getty.edu/page/aat/300046021|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q746591|https://www.wikidata.org/wiki/Q8441,
74.51.2525,False,False,True,242076,,Greek and Roman Art,1874.0,"Statue of a votary, male",Limestone statuette of a beardless male votary in Greek dress,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,6th century BCE,-600,-501,Limestone,Overall:H.:15 1/2 x W.:4 7/16 x D.:3 1/4 in. (39.4 x 11.3 x 8.3 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242076,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2526,False,False,True,242077,171,Greek and Roman Art,1874.0,Statuette of a woman nursing,Limestone statuette of a nursing mother,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,3rd quarter of 6th century BCE,-550,-525,Limestone,H.: 7 x 3 3/4 x 3 1/2 in. (17.8 x 9.5 x 8.9 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242077,https://www.wikidata.org/wiki/Q116297662,,"Metropolitan Museum of Art, New York, NY",Infants|Women,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467,
74.51.2527,False,False,True,242078,,Greek and Roman Art,1874.0,Statuette of a woman nursing,Seated limestone kourotrophos,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,late 6th–early 5th century BCE,-520,-480,Limestone,Overall: H.:7 1/4 x W.:3 3/4 x D.:2 1/8 in. (18.4 x 9.5 x 5.4 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242078,,,"Metropolitan Museum of Art, New York, NY",Infants|Women,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467,
74.51.2528,False,False,True,242079,,Greek and Roman Art,1874.0,Statuette of a woman nursing,Seated limestone kourotrophos,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,2nd half of the 6th century BCE,-550,-501,Limestone,Overall:H.: 7 3/8 x W.:4 15/16 x D.:1 7/8 in. (18.7 x 12.5 x 4.8 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242079,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,
74.51.2529,False,False,True,242080,,Greek and Roman Art,1874.0,Statuette of a snake charmer,Limestone snake-charmer,Cypriot,Cypro-Archaic,,,,,,,nan,,,,nan,,,,,,1st half of the 6th century BCE,-600,-550,Limestone,Overall: 16 1/4 x 6 x 3 3/4 in. (41.3 x 15.2 x 9.5 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242080,https://www.wikidata.org/wiki/Q116297659,,"Metropolitan Museum of Art, New York, NY",Men|Snakes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250870,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2102,
74.51.2530,False,False,True,242081,,Greek and Roman Art,1874.0,"Statue of a votary, female",Limestone statuette of a female votary holding a flower,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,early 5th century BCE,-500,-480,Limestone,Overall:H.: 12 11/16 x W.:4 1/4 x D.:2 3/8 in. (32.2 x 10.8 x 6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242081,,,"Metropolitan Museum of Art, New York, NY",Women|Flowers,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q506,
74.51.2531,False,False,True,242082,,Greek and Roman Art,1874.0,Statue of a flute-player,Upper part of a limestone statuette of a male aulos player,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,2nd or 3rd quarter of the 6th century,-575,-525,Limestone,Overall:H.: 8 1/8 x W.:6 1/4 x D.:3 7/8 in. (20.6 x 15.9 x 9.8 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242082,,,"Metropolitan Museum of Art, New York, NY",Men|Musicians,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025666,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q639669,
74.51.2532,False,False,True,242083,,Greek and Roman Art,1874.0,Statue of a flute-player,Upper part of a limestone statuette of a female aulos player,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,1st quarter of the 6th century BCE,-600,-575,Limestone,Overall: H.:6 1/2 x W.:5 1/8 x D.:3 1/8 in. (16.5 x 13 x 7.9 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242083,,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Women,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q467,
74.51.2533,False,False,True,242084,,Greek and Roman Art,1874.0,"Statuette of a kriophoros, fragmentary",Limestone ram-bearer,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,second quarter of 6th century BCE,-599,-550,Limestone,Overall: 13 x 7 x 4 in. (33 x 17.8 x 10.2 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242084,https://www.wikidata.org/wiki/Q116297657,,"Metropolitan Museum of Art, New York, NY",Men|Rams,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250287,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2929800,
74.51.2534,False,False,True,242085,,Greek and Roman Art,1874.0,Statue of a flute-player,Limestone statuette of a male aulos player,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,middle or 3rd quarter of the 6th century BCE,-550,-525,Limestone,Overall: 13 1/2 x 5 1/2 x 3 3/4 in. (34.3 x 14 x 9.5 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242085,,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Men|Musicians,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025666,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q639669,
74.51.2535,False,False,True,242086,171,Greek and Roman Art,1874.0,"Statue of a votary, male, with pointed cap",Limestone statuette of a male votary (worshipper),Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,mid-6th century BCE,-575,-525,Limestone,Overall: 20 1/2 x 6 3/4 x 3 in. (52.1 x 17.1 x 7.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242086,https://www.wikidata.org/wiki/Q116297656,,"Metropolitan Museum of Art, New York, NY",Helmets|Men,http://vocab.getty.edu/page/aat/300036794|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q173603|https://www.wikidata.org/wiki/Q8441,
74.51.2536,False,False,True,242087,171,Greek and Roman Art,1874.0,"Statue of a votary, male, with pointed cap",Limestone statuette of a male votary (worshipper),Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,end of the 6th century BCE,-525,-500,Limestone,Overall: 19 x 6 1/4 x 3 in. (48.3 x 15.9 x 7.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242087,https://www.wikidata.org/wiki/Q116297655,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2537,False,False,True,242088,171,Greek and Roman Art,1874.0,Statuette of a flute-player,Limestone statuette of a flute-player,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,end of the 6th–early 5th century BCE,-525,-475,Limestone,9 2/4 x 3 2/4 x 2 2/4 in.  (24.1 x 8.9 x 6.3 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242088,https://www.wikidata.org/wiki/Q116297650,,"Metropolitan Museum of Art, New York, NY",Flutes|Musicians|Human Figures,http://vocab.getty.edu/page/aat/300042513|http://vocab.getty.edu/page/aat/300025666|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q11405|https://www.wikidata.org/wiki/Q639669|https://www.wikidata.org/wiki/Q5937779,
74.51.2538,False,False,True,242089,,Greek and Roman Art,1874.0,Statuette of a figure with a mask,Limestone figure with mask,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,6th century BCE,-599,-500,Limestone,Overall: 10 1/4 x 4 x 2 1/4in. (26 x 10.2 x 5.7cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242089,https://www.wikidata.org/wiki/Q116297654,,"Metropolitan Museum of Art, New York, NY",Masks|Human Figures,http://vocab.getty.edu/page/aat/300262834|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q161524|https://www.wikidata.org/wiki/Q5937779,
74.51.2539,False,False,True,242090,171,Greek and Roman Art,1874.0,"Statue of a votary, male",Limestone statuette of a reclining banqueter,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,2nd half of the 6th century BCE,-550,-500,Limestone,Overall: 3 1/2 x 5 13/16 x 1 1/2 in. (8.9 x 14.8 x 3.8 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242090,https://www.wikidata.org/wiki/Q116297652,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2540,False,False,True,242091,,Greek and Roman Art,1874.0,"Statue of a votary, male",Limestone statuette of a beardless male votary in Greek dress,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,middle or 3rd quarter of the 6th century BCE,-560,-525,Limestone,Overall: 23 x 6 x 4 1/8 in. (58.4 x 15.2 x 10.5 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242091,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
